max_iter,learning_rate_init,hidden_layer_sizes_1,hidden_layer_sizes_2,early_stopping,activation,validation_score
5000,0.001,100,100,True,logistic,0.6693556433696419
2000,0.1,100,100,False,logistic,0.6688312714925698
4000,0.1,100,100,False,logistic,0.6688312714925698
1000,0.1,100,100,False,logistic,0.6688312714925698
3000,0.1,100,100,False,logistic,0.6688312714925698
5000,0.1,100,100,False,logistic,0.6688312714925698
2000,0.001,100,200,False,logistic,0.6682135357672874
5000,0.001,100,200,False,logistic,0.6682135357672874
1000,0.001,100,200,False,logistic,0.6682135357672874
4000,0.001,100,200,False,logistic,0.6682135357672874
3000,0.001,100,200,False,logistic,0.6682135357672874
3000,0.1,100,50,False,tanh,0.6663499627671862
5000,0.1,100,50,False,tanh,0.6663499627671862
1000,0.1,100,50,False,tanh,0.6663499627671862
4000,0.1,100,50,False,tanh,0.6663499627671862
2000,0.1,100,50,False,tanh,0.6663499627671862
2000,0.001,200,200,True,logistic,0.664932824092852
5000,0.001,200,200,True,logistic,0.664932824092852
3000,0.001,200,200,True,logistic,0.664932824092852
1000,0.001,200,200,True,logistic,0.664932824092852
4000,0.001,200,200,True,logistic,0.664932824092852
5000,0.001,100,200,True,logistic,0.6623442971322343
2000,0.001,100,200,True,logistic,0.6623442971322343
1000,0.001,100,200,True,logistic,0.6623442971322343
4000,0.001,100,200,True,logistic,0.6623442971322343
3000,0.001,100,200,True,logistic,0.6623442971322343
2000,0.1,200,50,False,tanh,0.6614596942035995
3000,0.1,200,50,False,tanh,0.6614596942035995
5000,0.1,200,50,False,tanh,0.6614596942035995
4000,0.1,200,50,False,tanh,0.6614596942035995
1000,0.1,200,50,False,tanh,0.6614596942035995
2000,0.001,50,200,True,tanh,0.6612029600860486
5000,0.001,50,200,True,tanh,0.6612029600860486
4000,0.001,50,200,True,tanh,0.6612029600860486
1000,0.001,50,200,True,tanh,0.6612029600860486
3000,0.001,50,200,True,tanh,0.6612029600860486
4000,0.01,200,50,False,tanh,0.6599324302752838
3000,0.01,200,50,False,tanh,0.6599324302752838
2000,0.01,200,50,False,tanh,0.6599324302752838
5000,0.01,200,50,False,tanh,0.6599324302752838
1000,0.01,200,50,False,tanh,0.6599324302752838
3000,0.001,200,100,True,tanh,0.658811967462679
1000,0.001,200,100,True,tanh,0.658811967462679
2000,0.001,200,100,True,tanh,0.658811967462679
4000,0.001,200,100,True,tanh,0.658811967462679
5000,0.001,200,100,True,tanh,0.658811967462679
3000,0.001,200,100,True,logistic,0.6580231797237821
5000,0.001,200,100,True,logistic,0.6580231797237821
2000,0.001,200,100,True,logistic,0.6580231797237821
1000,0.001,200,100,True,logistic,0.6580231797237821
4000,0.001,200,100,True,logistic,0.6580231797237821
3000,0.01,50,50,False,tanh,0.6562570721686102
2000,0.01,50,50,False,tanh,0.6562570721686102
1000,0.01,50,50,False,tanh,0.6562570721686102
5000,0.01,50,50,False,tanh,0.6562570721686102
4000,0.01,50,50,False,tanh,0.6562570721686102
2000,0.1,100,50,True,tanh,0.6555775204141239
4000,0.1,100,50,True,tanh,0.6555775204141239
1000,0.1,100,50,True,tanh,0.6555775204141239
3000,0.1,100,50,True,tanh,0.6555775204141239
5000,0.1,100,50,True,tanh,0.6555775204141239
5000,0.01,50,200,False,tanh,0.6551859452654845
3000,0.01,50,200,False,tanh,0.6551859452654845
1000,0.01,50,200,False,tanh,0.6551859452654845
4000,0.01,50,200,False,tanh,0.6551859452654845
2000,0.01,50,200,False,tanh,0.6551859452654845
3000,0.1,50,50,True,relu,0.6539028071213886
5000,0.1,50,50,True,relu,0.6539028071213886
4000,0.1,50,50,True,relu,0.6539028071213886
1000,0.1,50,50,True,relu,0.6539028071213886
2000,0.1,50,50,True,relu,0.6539028071213886
1000,0.01,200,100,False,tanh,0.6527813657952337
5000,0.01,200,100,False,tanh,0.6527813657952337
4000,0.01,200,100,False,tanh,0.6527813657952337
2000,0.01,200,100,False,tanh,0.6527813657952337
3000,0.01,200,100,False,tanh,0.6527813657952337
5000,0.1,100,50,True,relu,0.6517192034936157
4000,0.1,100,50,True,relu,0.6517192034936157
2000,0.1,100,50,True,relu,0.6517192034936157
3000,0.1,100,50,True,relu,0.6517192034936157
1000,0.1,100,50,True,relu,0.6517192034936157
1000,0.1,50,200,True,tanh,0.6486822908183529
2000,0.1,50,200,True,tanh,0.6486822908183529
4000,0.1,50,200,True,tanh,0.6486822908183529
3000,0.1,50,200,True,tanh,0.6486822908183529
5000,0.1,50,200,True,tanh,0.6486822908183529
2000,0.01,50,100,True,identity,0.6449890504999163
1000,0.01,50,100,True,identity,0.6449890504999163
4000,0.01,50,100,True,identity,0.6449890504999163
3000,0.01,50,100,True,identity,0.6449890504999163
5000,0.01,50,100,True,identity,0.6449890504999163
3000,0.1,200,100,True,tanh,0.6448841047855268
2000,0.1,200,100,True,tanh,0.6448841047855268
4000,0.1,200,100,True,tanh,0.6448841047855268
1000,0.1,200,100,True,tanh,0.6448841047855268
5000,0.1,200,100,True,tanh,0.6448841047855268
3000,0.01,100,50,False,tanh,0.6374195469903474
1000,0.01,100,50,False,tanh,0.6374195469903474
5000,0.01,100,50,False,tanh,0.6374195469903474
4000,0.01,100,50,False,tanh,0.6374195469903474
2000,0.01,100,50,False,tanh,0.6374195469903474
3000,0.01,100,100,True,identity,0.6371573294471367
2000,0.01,100,100,True,identity,0.6371573294471367
5000,0.01,100,100,True,identity,0.6371573294471367
1000,0.01,100,100,True,identity,0.6371573294471367
4000,0.01,100,100,True,identity,0.6371573294471367
3000,0.001,100,100,True,identity,0.6359559266459367
5000,0.001,100,100,True,identity,0.6359559266459367
1000,0.001,100,100,True,identity,0.6359559266459367
4000,0.001,100,100,True,identity,0.6359559266459367
2000,0.001,100,100,True,identity,0.6359559266459367
2000,0.1,200,100,False,tanh,0.6352338951944434
3000,0.1,200,100,False,tanh,0.6352338951944434
5000,0.1,200,100,False,tanh,0.6352338951944434
4000,0.1,200,100,False,tanh,0.6352338951944434
1000,0.1,200,100,False,tanh,0.6352338951944434
5000,0.1,100,100,True,logistic,0.6351201512267874
2000,0.1,100,100,True,logistic,0.6351201512267874
4000,0.1,100,100,True,logistic,0.6351201512267874
1000,0.1,100,100,True,logistic,0.6351201512267874
3000,0.1,100,100,True,logistic,0.6351201512267874
2000,0.1,100,100,False,identity,0.635085057254465
5000,0.1,100,100,False,identity,0.635085057254465
4000,0.1,100,100,False,identity,0.635085057254465
1000,0.1,100,100,False,identity,0.635085057254465
3000,0.1,100,100,False,identity,0.635085057254465
2000,0.1,50,200,False,identity,0.6350116362321567
1000,0.1,50,200,False,identity,0.6350116362321567
4000,0.1,50,200,False,identity,0.6350116362321567
3000,0.1,50,200,False,identity,0.6350116362321567
5000,0.1,50,200,False,identity,0.6350116362321567
2000,0.1,200,50,True,tanh,0.6340179308936853
1000,0.1,200,50,True,tanh,0.6340179308936853
3000,0.1,200,50,True,tanh,0.6340179308936853
5000,0.1,200,50,True,tanh,0.6340179308936853
4000,0.1,200,50,True,tanh,0.6340179308936853
2000,0.01,100,100,False,tanh,0.6334895467084246
5000,0.01,100,100,False,tanh,0.6334895467084246
3000,0.01,100,100,False,tanh,0.6334895467084246
1000,0.01,100,100,False,tanh,0.6334895467084246
4000,0.01,100,100,False,tanh,0.6334895467084246
3000,0.001,100,50,True,identity,0.6318485609123621
4000,0.001,100,50,True,identity,0.6318485609123621
5000,0.001,100,50,True,identity,0.6318485609123621
2000,0.001,100,50,True,identity,0.6318485609123621
1000,0.001,100,50,True,identity,0.6318485609123621
4000,0.01,100,200,True,tanh,0.6314384409189886
3000,0.01,100,200,True,tanh,0.6314384409189886
1000,0.01,100,200,True,tanh,0.6314384409189886
2000,0.01,100,200,True,tanh,0.6314384409189886
5000,0.01,100,200,True,tanh,0.6314384409189886
3000,0.01,200,50,True,identity,0.6311796655192454
2000,0.01,200,50,True,identity,0.6311796655192454
4000,0.01,200,50,True,identity,0.6311796655192454
5000,0.01,200,50,True,identity,0.6311796655192454
1000,0.01,200,50,True,identity,0.6311796655192454
3000,0.01,50,50,False,identity,0.6308380652712826
2000,0.01,50,50,False,identity,0.6308380652712826
1000,0.01,50,50,False,identity,0.6308380652712826
5000,0.01,50,50,False,identity,0.6308380652712826
4000,0.01,50,50,False,identity,0.6308380652712826
3000,0.1,100,100,False,tanh,0.6289179960049509
2000,0.1,100,100,False,tanh,0.6289179960049509
1000,0.1,100,100,False,tanh,0.6289179960049509
5000,0.1,100,100,False,tanh,0.6289179960049509
4000,0.1,100,100,False,tanh,0.6289179960049509
4000,0.001,50,50,True,identity,0.6284898650686068
1000,0.001,50,50,True,identity,0.6284898650686068
2000,0.001,50,50,True,identity,0.6284898650686068
5000,0.001,50,50,True,identity,0.6284898650686068
3000,0.001,50,50,True,identity,0.6284898650686068
3000,0.01,50,200,True,identity,0.6268275982414546
2000,0.01,50,200,True,identity,0.6268275982414546
4000,0.01,50,200,True,identity,0.6268275982414546
5000,0.01,50,200,True,identity,0.6268275982414546
1000,0.01,50,200,True,identity,0.6268275982414546
5000,0.001,200,100,False,identity,0.6262280205944264
1000,0.001,200,100,False,identity,0.6262280205944264
3000,0.001,200,100,False,identity,0.6262280205944264
4000,0.001,200,100,False,identity,0.6262280205944264
2000,0.001,200,100,False,identity,0.6262280205944264
4000,0.1,50,50,True,identity,0.6260428056833413
1000,0.1,50,50,True,identity,0.6260428056833413
3000,0.1,50,50,True,identity,0.6260428056833413
5000,0.1,50,50,True,identity,0.6260428056833413
2000,0.1,50,50,True,identity,0.6260428056833413
4000,0.001,200,200,True,identity,0.6258711442589753
5000,0.001,200,200,True,identity,0.6258711442589753
1000,0.001,200,200,True,identity,0.6258711442589753
2000,0.001,200,200,True,identity,0.6258711442589753
3000,0.001,200,200,True,identity,0.6258711442589753
4000,0.01,200,100,True,identity,0.6252296486112835
1000,0.01,200,100,True,identity,0.6252296486112835
2000,0.01,200,100,True,identity,0.6252296486112835
3000,0.01,200,100,True,identity,0.6252296486112835
5000,0.01,200,100,True,identity,0.6252296486112835
3000,0.1,50,50,False,logistic,0.6250894465281054
5000,0.1,50,50,False,logistic,0.6250894465281054
1000,0.1,50,50,False,logistic,0.6250894465281054
2000,0.1,50,50,False,logistic,0.6250894465281054
4000,0.1,50,50,False,logistic,0.6250894465281054
2000,0.01,50,100,False,identity,0.6245418848291957
1000,0.01,50,100,False,identity,0.6245418848291957
3000,0.01,50,100,False,identity,0.6245418848291957
5000,0.01,50,100,False,identity,0.6245418848291957
4000,0.01,50,100,False,identity,0.6245418848291957
2000,0.001,100,200,False,identity,0.6244509134596034
5000,0.001,100,200,False,identity,0.6244509134596034
3000,0.001,100,200,False,identity,0.6244509134596034
4000,0.001,100,200,False,identity,0.6244509134596034
1000,0.001,100,200,False,identity,0.6244509134596034
4000,0.001,100,200,True,identity,0.6240400217128386
3000,0.001,100,200,True,identity,0.6240400217128386
1000,0.001,100,200,True,identity,0.6240400217128386
5000,0.001,100,200,True,identity,0.6240400217128386
2000,0.001,100,200,True,identity,0.6240400217128386
5000,0.001,100,50,False,identity,0.6239969828055192
2000,0.001,100,50,False,identity,0.6239969828055192
1000,0.001,100,50,False,identity,0.6239969828055192
4000,0.001,100,50,False,identity,0.6239969828055192
3000,0.001,100,50,False,identity,0.6239969828055192
3000,0.1,50,100,True,tanh,0.6234252637814427
5000,0.1,50,100,True,tanh,0.6234252637814427
4000,0.1,50,100,True,tanh,0.6234252637814427
2000,0.1,50,100,True,tanh,0.6234252637814427
1000,0.1,50,100,True,tanh,0.6234252637814427
4000,0.01,50,200,False,identity,0.6227989321137333
3000,0.01,50,200,False,identity,0.6227989321137333
1000,0.01,50,200,False,identity,0.6227989321137333
5000,0.01,50,200,False,identity,0.6227989321137333
2000,0.01,50,200,False,identity,0.6227989321137333
2000,0.1,50,100,False,identity,0.6227314810255733
3000,0.1,50,100,False,identity,0.6227314810255733
1000,0.1,50,100,False,identity,0.6227314810255733
5000,0.1,50,100,False,identity,0.6227314810255733
4000,0.1,50,100,False,identity,0.6227314810255733
1000,0.001,50,100,True,identity,0.6226650983167508
5000,0.001,50,100,True,identity,0.6226650983167508
2000,0.001,50,100,True,identity,0.6226650983167508
3000,0.001,50,100,True,identity,0.6226650983167508
4000,0.001,50,100,True,identity,0.6226650983167508
1000,0.001,50,100,False,identity,0.622377193358525
5000,0.001,50,100,False,identity,0.622377193358525
2000,0.001,50,100,False,identity,0.622377193358525
3000,0.001,50,100,False,identity,0.622377193358525
4000,0.001,50,100,False,identity,0.622377193358525
5000,0.01,100,200,False,identity,0.6210586432867616
4000,0.01,100,200,False,identity,0.6210586432867616
3000,0.01,100,200,False,identity,0.6210586432867616
2000,0.01,100,200,False,identity,0.6210586432867616
1000,0.01,100,200,False,identity,0.6210586432867616
1000,0.1,50,100,False,tanh,0.6206900964159618
4000,0.1,50,100,False,tanh,0.6206900964159618
3000,0.1,50,100,False,tanh,0.6206900964159618
2000,0.1,50,100,False,tanh,0.6206900964159618
5000,0.1,50,100,False,tanh,0.6206900964159618
4000,0.1,50,200,False,tanh,0.6172930573903559
1000,0.1,50,200,False,tanh,0.6172930573903559
3000,0.1,50,200,False,tanh,0.6172930573903559
5000,0.1,50,200,False,tanh,0.6172930573903559
2000,0.1,50,200,False,tanh,0.6172930573903559
5000,0.01,200,200,False,identity,0.617244190015136
4000,0.01,200,200,False,identity,0.617244190015136
1000,0.01,200,200,False,identity,0.617244190015136
3000,0.01,200,200,False,identity,0.617244190015136
2000,0.01,200,200,False,identity,0.617244190015136
1000,0.1,50,100,True,identity,0.6166927174480092
2000,0.1,50,100,True,identity,0.6166927174480092
3000,0.1,50,100,True,identity,0.6166927174480092
4000,0.1,50,100,True,identity,0.6166927174480092
5000,0.1,50,100,True,identity,0.6166927174480092
3000,0.001,200,50,False,identity,0.6162257629205514
5000,0.001,200,50,False,identity,0.6162257629205514
1000,0.001,200,50,False,identity,0.6162257629205514
2000,0.001,200,50,False,identity,0.6162257629205514
4000,0.001,200,50,False,identity,0.6162257629205514
4000,0.001,50,200,True,identity,0.6159306012958179
5000,0.001,50,200,True,identity,0.6159306012958179
2000,0.001,50,200,True,identity,0.6159306012958179
3000,0.001,50,200,True,identity,0.6159306012958179
1000,0.001,50,200,True,identity,0.6159306012958179
1000,0.01,200,200,True,identity,0.6158935047687637
4000,0.01,200,200,True,identity,0.6158935047687637
3000,0.01,200,200,True,identity,0.6158935047687637
2000,0.01,200,200,True,identity,0.6158935047687637
5000,0.01,200,200,True,identity,0.6158935047687637
1000,0.001,50,50,False,identity,0.6154503197022416
4000,0.001,50,50,False,identity,0.6154503197022416
3000,0.001,50,50,False,identity,0.6154503197022416
5000,0.001,50,50,False,identity,0.6154503197022416
2000,0.001,50,50,False,identity,0.6154503197022416
4000,0.001,200,200,False,identity,0.6137929064800742
2000,0.001,200,200,False,identity,0.6137929064800742
3000,0.001,200,200,False,identity,0.6137929064800742
1000,0.001,200,200,False,identity,0.6137929064800742
5000,0.001,200,200,False,identity,0.6137929064800742
5000,0.1,50,200,True,identity,0.6136937974211061
2000,0.1,50,200,True,identity,0.6136937974211061
4000,0.1,50,200,True,identity,0.6136937974211061
1000,0.1,50,200,True,identity,0.6136937974211061
3000,0.1,50,200,True,identity,0.6136937974211061
2000,0.1,200,100,False,identity,0.6120734311933977
1000,0.1,200,100,False,identity,0.6120734311933977
5000,0.1,200,100,False,identity,0.6120734311933977
3000,0.1,200,100,False,identity,0.6120734311933977
4000,0.1,200,100,False,identity,0.6120734311933977
5000,0.01,100,50,True,identity,0.6117690715601827
1000,0.01,100,50,True,identity,0.6117690715601827
4000,0.01,100,50,True,identity,0.6117690715601827
2000,0.01,100,50,True,identity,0.6117690715601827
3000,0.01,100,50,True,identity,0.6117690715601827
4000,0.01,100,200,True,identity,0.610226044213303
1000,0.01,100,200,True,identity,0.610226044213303
5000,0.01,100,200,True,identity,0.610226044213303
2000,0.01,100,200,True,identity,0.610226044213303
3000,0.01,100,200,True,identity,0.610226044213303
1000,0.001,200,100,True,identity,0.6101208717176686
2000,0.001,200,100,True,identity,0.6101208717176686
3000,0.001,200,100,True,identity,0.6101208717176686
4000,0.001,200,100,True,identity,0.6101208717176686
5000,0.001,200,100,True,identity,0.6101208717176686
1000,0.01,100,100,False,identity,0.6099858477143361
5000,0.01,100,100,False,identity,0.6099858477143361
3000,0.01,100,100,False,identity,0.6099858477143361
2000,0.01,100,100,False,identity,0.6099858477143361
4000,0.01,100,100,False,identity,0.6099858477143361
1000,0.001,50,200,False,identity,0.6095113360950317
4000,0.001,50,200,False,identity,0.6095113360950317
5000,0.001,50,200,False,identity,0.6095113360950317
2000,0.001,50,200,False,identity,0.6095113360950317
3000,0.001,50,200,False,identity,0.6095113360950317
4000,0.01,100,50,False,identity,0.608079928158332
3000,0.01,100,50,False,identity,0.608079928158332
5000,0.01,100,50,False,identity,0.608079928158332
2000,0.01,100,50,False,identity,0.608079928158332
1000,0.01,100,50,False,identity,0.608079928158332
2000,0.001,200,50,True,identity,0.6077408162146258
4000,0.001,200,50,True,identity,0.6077408162146258
3000,0.001,200,50,True,identity,0.6077408162146258
5000,0.001,200,50,True,identity,0.6077408162146258
1000,0.001,200,50,True,identity,0.6077408162146258
1000,0.01,200,50,False,identity,0.6016042597040943
5000,0.01,200,50,False,identity,0.6016042597040943
4000,0.01,200,50,False,identity,0.6016042597040943
3000,0.01,200,50,False,identity,0.6016042597040943
2000,0.01,200,50,False,identity,0.6016042597040943
1000,0.001,100,100,False,identity,0.6010482649916776
3000,0.001,100,100,False,identity,0.6010482649916776
2000,0.001,100,100,False,identity,0.6010482649916776
4000,0.001,100,100,False,identity,0.6010482649916776
5000,0.001,100,100,False,identity,0.6010482649916776
3000,0.1,100,200,True,identity,0.6007032078371886
1000,0.1,100,200,True,identity,0.6007032078371886
4000,0.1,100,200,True,identity,0.6007032078371886
2000,0.1,100,200,True,identity,0.6007032078371886
5000,0.1,100,200,True,identity,0.6007032078371886
5000,0.1,100,100,True,tanh,0.5991510547779059
3000,0.1,100,100,True,tanh,0.5991510547779059
1000,0.1,100,100,True,tanh,0.5991510547779059
2000,0.1,100,100,True,tanh,0.5991510547779059
4000,0.1,100,100,True,tanh,0.5991510547779059
2000,0.1,200,100,True,identity,0.5988149817792467
3000,0.1,200,100,True,identity,0.5988149817792467
1000,0.1,200,100,True,identity,0.5988149817792467
4000,0.1,200,100,True,identity,0.5988149817792467
5000,0.1,200,100,True,identity,0.5988149817792467
4000,0.1,100,200,True,tanh,0.5956962044380449
1000,0.1,100,200,True,tanh,0.5956962044380449
5000,0.1,100,200,True,tanh,0.5956962044380449
2000,0.1,100,200,True,tanh,0.5956962044380449
3000,0.1,100,200,True,tanh,0.5956962044380449
4000,0.1,200,200,False,tanh,0.5922494619252103
5000,0.1,200,200,False,tanh,0.5922494619252103
1000,0.1,200,200,False,tanh,0.5922494619252103
2000,0.1,200,200,False,tanh,0.5922494619252103
3000,0.1,200,200,False,tanh,0.5922494619252103
3000,0.1,200,50,True,identity,0.5899118105834331
2000,0.1,200,50,True,identity,0.5899118105834331
5000,0.1,200,50,True,identity,0.5899118105834331
1000,0.1,200,50,True,identity,0.5899118105834331
4000,0.1,200,50,True,identity,0.5899118105834331
4000,0.1,200,200,True,identity,0.58843905266068
2000,0.1,200,200,True,identity,0.58843905266068
1000,0.1,200,200,True,identity,0.58843905266068
5000,0.1,200,200,True,identity,0.58843905266068
3000,0.1,200,200,True,identity,0.58843905266068
3000,0.1,100,50,False,identity,0.5859706076956573
1000,0.1,100,50,False,identity,0.5859706076956573
2000,0.1,100,50,False,identity,0.5859706076956573
5000,0.1,100,50,False,identity,0.5859706076956573
4000,0.1,100,50,False,identity,0.5859706076956573
1000,0.01,200,100,False,identity,0.5842262437042549
2000,0.01,200,100,False,identity,0.5842262437042549
4000,0.01,200,100,False,identity,0.5842262437042549
5000,0.01,200,100,False,identity,0.5842262437042549
3000,0.01,200,100,False,identity,0.5842262437042549
4000,0.1,50,50,False,identity,0.5841437086215215
2000,0.1,50,50,False,identity,0.5841437086215215
3000,0.1,50,50,False,identity,0.5841437086215215
5000,0.1,50,50,False,identity,0.5841437086215215
1000,0.1,50,50,False,identity,0.5841437086215215
4000,0.1,50,50,False,tanh,0.5840911107764861
5000,0.1,50,50,False,tanh,0.5840911107764861
2000,0.1,50,50,False,tanh,0.5840911107764861
3000,0.1,50,50,False,tanh,0.5840911107764861
1000,0.1,50,50,False,tanh,0.5840911107764861
4000,0.01,50,50,True,identity,0.5826916649317131
3000,0.01,50,50,True,identity,0.5826916649317131
2000,0.01,50,50,True,identity,0.5826916649317131
5000,0.01,50,50,True,identity,0.5826916649317131
1000,0.01,50,50,True,identity,0.5826916649317131
5000,0.1,100,200,False,tanh,0.5788049908697059
3000,0.1,100,200,False,tanh,0.5788049908697059
4000,0.1,100,200,False,tanh,0.5788049908697059
1000,0.1,100,200,False,tanh,0.5788049908697059
2000,0.1,100,200,False,tanh,0.5788049908697059
3000,0.1,200,200,True,tanh,0.5689848680280019
2000,0.1,200,200,True,tanh,0.5689848680280019
5000,0.1,200,200,True,tanh,0.5689848680280019
1000,0.1,200,200,True,tanh,0.5689848680280019
4000,0.1,200,200,True,tanh,0.5689848680280019
5000,0.1,100,200,False,identity,0.5311662620453358
2000,0.1,100,200,False,identity,0.5311662620453358
4000,0.1,100,200,False,identity,0.5311662620453358
1000,0.1,100,200,False,identity,0.5311662620453358
3000,0.1,100,200,False,identity,0.5311662620453358
2000,0.1,100,100,True,identity,0.5125839504331753
4000,0.1,100,100,True,identity,0.5125839504331753
3000,0.1,100,100,True,identity,0.5125839504331753
1000,0.1,100,100,True,identity,0.5125839504331753
5000,0.1,100,100,True,identity,0.5125839504331753
4000,0.1,200,200,False,identity,0.4315117146680705
1000,0.1,200,200,False,identity,0.4315117146680705
2000,0.1,200,200,False,identity,0.4315117146680705
5000,0.1,200,200,False,identity,0.4315117146680705
3000,0.1,200,200,False,identity,0.4315117146680705
2000,0.1,200,50,False,identity,0.24926359639410933
1000,0.1,200,50,False,identity,0.24926359639410933
4000,0.1,200,50,False,identity,0.24926359639410933
3000,0.1,200,50,False,identity,0.24926359639410933
5000,0.1,200,50,False,identity,0.24926359639410933
5000,0.1,50,200,True,logistic,3.9399998688627313e-05
2000,0.1,50,200,True,logistic,3.9399998688627313e-05
4000,0.1,50,200,True,logistic,3.9399998688627313e-05
3000,0.1,50,200,True,logistic,3.9399998688627313e-05
1000,0.1,50,200,True,logistic,3.9399998688627313e-05
2000,0.1,100,50,True,logistic,-8.681172420033079e-06
4000,0.1,100,50,True,logistic,-8.681172420033079e-06
1000,0.1,100,50,True,logistic,-8.681172420033079e-06
3000,0.1,100,50,True,logistic,-8.681172420033079e-06
5000,0.1,100,50,True,logistic,-8.681172420033079e-06
3000,0.1,100,100,True,relu,-0.0005510005078646074
5000,0.1,100,100,True,relu,-0.0005510005078646074
1000,0.1,100,100,True,relu,-0.0005510005078646074
4000,0.1,100,100,True,relu,-0.0005510005078646074
2000,0.1,100,100,True,relu,-0.0005510005078646074
1000,0.1,50,100,True,relu,-0.0006261776215763515
2000,0.1,50,100,True,relu,-0.0006261776215763515
4000,0.1,50,100,True,relu,-0.0006261776215763515
5000,0.1,50,100,True,relu,-0.0006261776215763515
3000,0.1,50,100,True,relu,-0.0006261776215763515
3000,0.1,200,50,False,relu,-0.0007942152917910228
2000,0.1,200,50,False,relu,-0.0007942152917910228
1000,0.1,200,50,False,relu,-0.0007942152917910228
4000,0.1,200,50,False,relu,-0.0007942152917910228
5000,0.1,200,50,False,relu,-0.0007942152917910228
3000,0.1,100,200,False,relu,-0.0008073764225040581
5000,0.1,100,200,False,relu,-0.0008073764225040581
2000,0.1,100,200,False,relu,-0.0008073764225040581
1000,0.1,100,200,False,relu,-0.0008073764225040581
4000,0.1,100,200,False,relu,-0.0008073764225040581
4000,0.1,200,200,False,relu,-0.0008677582625520319
1000,0.1,200,200,False,relu,-0.0008677582625520319
5000,0.1,200,200,False,relu,-0.0008677582625520319
3000,0.1,200,200,False,relu,-0.0008677582625520319
2000,0.1,200,200,False,relu,-0.0008677582625520319
5000,0.1,200,100,False,logistic,-0.001811182815482093
4000,0.1,200,100,False,logistic,-0.001811182815482093
2000,0.1,200,100,False,logistic,-0.001811182815482093
3000,0.1,200,100,False,logistic,-0.001811182815482093
1000,0.1,200,100,False,logistic,-0.001811182815482093
5000,0.1,100,200,True,relu,-0.002436145450009697
3000,0.1,100,200,True,relu,-0.002436145450009697
2000,0.1,100,200,True,relu,-0.002436145450009697
4000,0.1,100,200,True,relu,-0.002436145450009697
1000,0.1,100,200,True,relu,-0.002436145450009697
5000,0.1,200,200,False,logistic,-0.0027221657295530832
3000,0.1,200,200,False,logistic,-0.0027221657295530832
2000,0.1,200,200,False,logistic,-0.0027221657295530832
1000,0.1,200,200,False,logistic,-0.0027221657295530832
4000,0.1,200,200,False,logistic,-0.0027221657295530832
4000,0.1,200,100,True,relu,-0.0034388391747484093
2000,0.1,200,100,True,relu,-0.0034388391747484093
3000,0.1,200,100,True,relu,-0.0034388391747484093
5000,0.1,200,100,True,relu,-0.0034388391747484093
1000,0.1,200,100,True,relu,-0.0034388391747484093
4000,0.1,200,100,True,logistic,-0.005573054580946035
1000,0.1,200,100,True,logistic,-0.005573054580946035
2000,0.1,200,100,True,logistic,-0.005573054580946035
3000,0.1,200,100,True,logistic,-0.005573054580946035
5000,0.1,200,100,True,logistic,-0.005573054580946035
3000,0.1,200,200,True,logistic,-0.00651527860117862
4000,0.1,200,200,True,logistic,-0.00651527860117862
2000,0.1,200,200,True,logistic,-0.00651527860117862
1000,0.1,200,200,True,logistic,-0.00651527860117862
5000,0.1,200,200,True,logistic,-0.00651527860117862
5000,0.1,200,200,True,relu,-0.006556780398808026
1000,0.1,200,200,True,relu,-0.006556780398808026
2000,0.1,200,200,True,relu,-0.006556780398808026
4000,0.1,200,200,True,relu,-0.006556780398808026
3000,0.1,200,200,True,relu,-0.006556780398808026
3000,0.1,200,50,True,logistic,-0.008313735191450178
1000,0.1,200,50,True,logistic,-0.008313735191450178
2000,0.1,200,50,True,logistic,-0.008313735191450178
4000,0.1,200,50,True,logistic,-0.008313735191450178
5000,0.1,200,50,True,logistic,-0.008313735191450178
5000,0.1,200,50,True,relu,-0.013139028603232461
1000,0.1,200,50,True,relu,-0.013139028603232461
2000,0.1,200,50,True,relu,-0.013139028603232461
4000,0.1,200,50,True,relu,-0.013139028603232461
3000,0.1,200,50,True,relu,-0.013139028603232461
5000,0.1,100,50,False,logistic,-0.022497159164161395
1000,0.1,100,50,False,logistic,-0.022497159164161395
3000,0.1,100,50,False,logistic,-0.022497159164161395
4000,0.1,100,50,False,logistic,-0.022497159164161395
2000,0.1,100,50,False,logistic,-0.022497159164161395
1000,0.1,200,50,False,logistic,-0.02418323766228725
5000,0.1,200,50,False,logistic,-0.02418323766228725
3000,0.1,200,50,False,logistic,-0.02418323766228725
2000,0.1,200,50,False,logistic,-0.02418323766228725
4000,0.1,200,50,False,logistic,-0.02418323766228725
4000,0.1,100,50,True,identity,-6.481559747850209
2000,0.1,100,50,True,identity,-6.481559747850209
1000,0.1,100,50,True,identity,-6.481559747850209
3000,0.1,100,50,True,identity,-6.481559747850209
5000,0.1,100,50,True,identity,-6.481559747850209
